102,12,35,0,0,-1,102,10,35,-1,-1,-1,103,7,34,-2,0,-1,-67,-9,73,-7,-3,0,-67,-11,73,-7,-3,0,-68,-13,75,-7,-2,-1,-67,14,74,-2,-3,2,-70,13,77,-1,-2,2,-69,11,78,-1,-2,2,103,6,35,-1,0,-1,103,6,35,-1,0,-1,102,7,37,-1,0,0,-76,-15,72,-8,-3,-1,-76,-10,74,-8,-4,0,-70,-10,75,-7,-3,-1,-74,9,75,-2,-2,1,-73,8,71,-2,-2,0,-70,8,71,-2,-2,1,103,7,32,-1,0,-1,102,7,31,-1,0,-1,103,7,31,-1,0,0,-69,-5,73,-7,-2,0,-67,-9,71,-5,-2,0,-70,-10,71,-6,-3,-1,-71,8,76,0,-2,2,-66,13,75,-1,-2,2,-65,9,77,-1,-2,2,102,7,32,-2,0,-2,99,7,33,-1,0,-1,101,7,34,0,0,-1,-68,-9,75,-8,-3,0,-69,-8,73,-7,-3,-1,-67,-9,73,-6,-2,-1,-69,12,77,-2,-2,2,-73,15,81,-2,-3,2,-72,13,80,-1,-4,1,1
105,8,30,0,0,-1,104,4,29,0,0,-1,105,3,27,0,0,0,-64,-7,75,-8,-2,0,-67,-7,76,-7,-3,0,-68,-12,76,-7,-2,0,-67,7,74,-2,-2,3,-68,13,77,-1,-2,2,-72,14,80,-2,-3,2,99,6,35,0,0,0,100,8,34,0,0,0,102,10,29,-1,0,0,-67,-13,74,-8,-2,0,-67,-12,76,-8,-3,0,-67,-12,76,-7,-3,0,-66,11,84,-1,-2,2,-67,10,81,-2,-3,2,-63,10,78,-2,-2,2,97,9,30,-1,0,0,97,8,32,-1,0,0,100,6,33,0,-1,0,-73,-10,73,-7,-2,-1,-73,-13,74,-8,-2,0,-70,-16,75,-7,-3,-1,-71,8,74,-1,-1,2,-74,8,74,-1,-3,3,-69,10,75,-1,-3,3,101,5,35,-1,0,0,102,6,35,0,0,0,102,7,35,0,0,-1,-66,-8,75,-7,-3,0,-68,-11,72,-7,-3,-1,-68,-13,74,-6,-2,0,-70,6,77,-2,-3,4,-70,13,79,-2,-2,3,-68,14,79,-2,-2,2,1
105,6,34,0,-1,0,104,5,34,0,-1,-1,102,6,31,0,-1,-1,-64,-11,74,-7,-3,0,-65,-9,75,-7,-3,0,-64,-8,76,-7,-3,0,-66,16,83,-1,-2,3,-65,13,81,-1,-3,2,-65,10,79,-2,-3,2,100,10,28,-1,0,0,101,10,30,0,0,0,102,7,31,0,0,-1,-73,-16,72,-8,-2,0,-71,-11,73,-8,-2,0,-71,-11,73,-8,-2,0,-73,9,78,0,-2,2,-66,10,78,-1,-2,3,-65,10,77,-1,-3,3,101,6,32,-1,0,-2,96,5,31,-2,-1,-1,99,2,34,0,0,-1,-73,-12,74,-7,-3,0,-74,-10,73,-7,-2,0,-77,-16,74,-7,-2,0,-69,11,76,-1,-3,3,-68,8,76,0,-4,3,-72,8,77,-1,-3,3,102,7,36,-1,0,0,99,8,35,0,-1,-1,99,8,34,-1,0,-2,-68,-12,74,-8,-3,0,-66,-13,74,-7,-3,-1,-67,-17,73,-6,-2,0,-63,7,76,-1,-2,3,-65,11,75,-1,-3,1,-66,15,77,-2,-3,1,1
89,6,65,-3,0,-2,91,6,65,-2,0,-1,93,6,65,-2,0,0,-88,-11,40,-6,-1,-1,-86,-11,40,-6,-1,0,-95,-14,38,-7,-2,-1,-89,10,43,-2,-2,2,-93,6,45,-2,-2,2,-93,6,45,-2,-2,2,91,3,64,-2,0,-1,91,4,64,-1,0,-1,92,4,65,0,1,-1,-97,-9,41,-7,-2,0,-94,-12,41,-6,-2,-1,-89,-6,42,-6,-2,-1,-93,6,45,-1,-1,1,-88,6,37,-1,-1,1,-88,6,37,-1,-1,1,94,3,63,-2,0,-2,91,2,65,-1,0,-1,88,3,66,-1,0,-1,-83,-5,36,-8,-2,-1,-91,-4,39,-6,-1,0,-95,-7,39,-6,-1,0,-86,8,43,-1,-1,1,-86,9,42,-2,-1,3,-86,9,42,-2,-1,2,93,6,65,0,0,-1,91,8,64,0,0,-2,87,7,63,0,0,-2,-94,-8,38,-7,-2,0,-94,-8,38,-7,-2,0,-93,-4,38,-7,-2,0,-94,11,42,-1,-1,1,-94,11,42,-1,-1,1,-94,11,42,-1,-1,1,1
101,7,31,-2,0,0,101,9,34,-2,1,0,100,7,32,-2,0,0,-69,-13,77,-8,-3,0,-67,-11,77,-9,-2,-1,-62,-10,75,-7,-3,0,-69,6,77,-2,-4,3,-73,9,80,-2,-4,2,-69,13,78,-3,-4,2,103,7,29,-1,0,-2,102,8,30,-2,0,-1,103,3,31,-2,0,0,-71,-7,75,-7,-3,0,-69,-10,75,-6,-2,0,-68,-9,74,-6,-3,0,-66,9,76,-2,-4,2,-68,7,77,-2,-4,1,-70,6,77,-2,-3,2,105,5,35,-2,0,0,105,8,33,-3,0,-2,103,8,34,-2,0,-2,-64,-12,76,-6,-4,0,-63,-10,75,-6,-3,0,-63,-10,75,-7,-3,0,-66,10,80,-3,-4,1,-69,6,79,-2,-4,1,-67,8,77,-2,-3,2,103,9,29,-2,0,0,104,9,32,-2,0,1,102,5,34,-1,0,0,-64,-10,75,-8,-3,-1,-64,-10,74,-8,-4,0,-69,-10,74,-8,-4,0,-70,8,77,-1,-2,1,-68,5,81,-1,-3,2,-67,9,82,-2,-3,2,1
105,4,28,-1,0,-1,106,8,31,-1,0,-2,104,9,34,-1,0,-2,-65,-15,75,-8,-4,-1,-64,-15,76,-7,-3,0,-65,-10,75,-7,-2,0,-67,12,79,-1,0,3,-67,14,81,-2,-1,3,-67,12,84,-1,-1,2,99,4,29,-1,0,-1,101,5,30,0,0,-1,104,6,34,0,0,-1,-67,-12,75,-9,-2,0,-68,-17,75,-9,-2,0,-68,-17,76,-7,-2,0,-69,6,82,-2,-4,2,-68,11,82,-1,-2,2,-68,11,82,-1,-3,3,102,11,28,-2,0,0,102,8,27,-2,0,-1,101,3,30,-1,0,-2,-68,-13,76,-7,-3,-1,-69,-15,77,-8,-2,0,-68,-15,77,-7,-2,0,-64,15,80,-2,-1,3,-66,10,79,-2,-1,2,-68,8,80,-1,-2,0,104,6,31,0,0,-2,101,6,31,-2,0,-1,98,8,31,-1,0,-1,-67,-20,76,-8,-2,0,-65,-15,75,-8,-3,0,-66,-8,76,-7,-3,0,-68,7,82,-2,-2,2,-64,7,82,-2,-2,2,-66,10,81,-1,-1,2,1
99,3,26,-1,0,0,100,6,25,-1,0,0,104,6,26,-1,0,0,-66,-10,74,-6,-2,0,-69,-11,74,-6,-2,0,-69,-9,76,-7,-2,-1,-60,15,76,-1,-2,2,-66,14,77,-1,-2,2,-66,14,75,-1,-2,3,100,3,28,-1,0,-1,99,6,26,-1,-1,0,101,8,28,-1,0,0,-62,-15,75,-8,-2,0,-65,-8,76,-7,-2,0,-68,-5,76,-7,-3,0,-65,9,81,-1,-2,1,-66,12,79,-2,-2,1,-65,11,79,-2,-2,2,103,7,27,-1,0,0,103,10,30,-2,0,0,102,6,30,-2,0,0,-68,-12,75,-8,-4,-1,-68,-9,75,-8,-4,0,-69,-10,75,-6,-2,0,-68,10,77,-1,-2,2,-65,9,79,-2,-3,2,-67,10,74,-1,-2,2,103,5,31,-1,0,0,102,5,28,-1,0,0,99,7,30,-2,0,-1,-71,-17,73,-8,-2,0,-70,-14,73,-7,-2,0,-73,-11,72,-8,-2,0,-67,13,80,-1,-2,0,-67,13,76,-2,-2,3,-71,12,76,-2,-2,4,1
102,5,25,-2,-1,-1,101,3,28,-2,-2,0,102,5,28,-2,-2,0,-65,-11,78,-8,-3,0,-61,-14,77,-8,-3,0,-64,-17,77,-7,-3,0,-60,13,81,-2,-3,2,-61,11,80,-2,-3,2,-65,15,72,-2,-3,3,100,6,26,-1,-1,0,102,7,24,-1,-1,0,100,4,25,-2,-1,0,-64,-11,79,-9,-3,0,-66,-9,77,-8,-2,-1,-64,-9,74,-6,-2,0,-67,11,84,-2,-3,2,-72,13,79,-2,-3,2,-67,12,76,-3,-3,2,100,5,27,-1,0,0,102,3,28,-2,0,0,102,6,27,-2,-1,0,-70,-6,79,-9,-3,0,-73,-11,79,-9,-3,0,-72,-13,77,-7,-3,0,-62,9,78,0,-4,1,-61,11,81,-1,-4,2,-63,11,78,-1,-5,2,101,7,27,-1,0,-1,104,3,25,-1,0,-1,105,4,24,-1,0,-1,-64,-8,77,-6,-2,0,-64,-7,76,-7,-1,0,-61,-14,75,-7,-2,-1,-62,12,79,-2,-4,1,-60,12,80,-1,-3,1,-62,12,82,-1,-2,1,1
101,7,33,-1,-1,0,101,10,31,-1,-1,0,100,8,32,0,-1,0,-69,-11,77,-8,-3,-1,-69,-13,75,-8,-2,0,-69,-13,75,-8,-2,0,-67,12,79,-2,-3,3,-68,11,78,-2,-3,2,-70,7,77,-1,-3,1,101,10,32,-1,0,-1,101,6,33,-2,0,0,101,7,32,-1,0,0,-65,-10,75,-6,-3,0,-64,-13,76,-6,-3,0,-62,-11,77,-6,-2,0,-68,8,79,-1,-3,1,-69,9,81,-1,-3,1,-67,9,81,-2,-3,1,103,6,31,-1,0,-1,104,7,33,-1,0,0,104,8,33,-1,0,0,-63,-14,73,-8,-3,0,-63,-16,74,-7,-3,0,-61,-13,76,-6,-3,0,-73,10,80,-2,-2,2,-69,6,79,-2,-2,2,-64,6,82,-2,-2,1,103,3,32,-1,-1,0,102,2,33,-2,0,0,101,4,33,0,-1,-1,-68,-12,77,-7,-2,0,-66,-11,74,-7,-2,0,-67,-6,76,-7,-2,0,-68,9,82,-2,-3,1,-70,9,81,-2,-3,1,-70,10,81,-1,-3,1,1
104,9,27,-2,0,-1,102,7,30,-3,0,-1,99,5,28,-2,0,0,-66,-10,78,-6,-2,0,-67,-11,77,-7,-2,-1,-69,-13,75,-9,-3,-1,-70,13,79,-1,-2,2,-67,11,78,0,-2,2,-65,10,75,0,-3,2,103,8,29,-1,0,-1,103,8,29,-1,0,-1,102,7,28,-2,0,0,-68,-12,76,-8,-1,0,-69,-9,75,-10,-3,-1,-68,-16,76,-8,-3,-1,-71,14,78,0,-3,2,-65,14,76,0,-2,3,-67,13,76,-1,-1,3,103,8,32,0,0,0,105,7,29,0,-1,0,101,6,27,0,0,0,-65,-15,75,-9,-3,-1,-70,-14,77,-7,-3,0,-74,-17,77,-6,-4,0,-73,10,78,0,-3,3,-68,14,79,0,-2,3,-62,16,74,-1,-1,2,105,5,27,0,0,0,104,6,31,0,0,0,103,6,32,1,1,0,-69,-13,78,-8,-3,-1,-68,-10,77,-8,-3,-1,-70,-11,76,-8,-2,0,-67,12,77,-2,-2,0,-63,12,79,-2,-2,0,-61,12,81,-2,-3,2,1
99,10,34,-1,-1,-1,100,11,34,-2,-1,-1,103,9,35,-1,-1,-1,-65,-13,76,-7,-3,0,-68,-11,76,-7,-3,0,-67,-8,76,-8,-3,0,-70,9,78,-2,-5,2,-73,7,77,-2,-4,2,-73,8,79,-1,-4,3,100,5,36,-1,-1,0,99,5,35,-1,-1,0,100,6,34,-1,0,0,-67,-14,72,-7,-3,0,-72,-17,73,-8,-3,0,-74,-12,75,-8,-3,0,-71,8,79,-2,-3,2,-68,6,77,-2,-3,2,-67,4,77,-1,-4,1,102,6,37,0,-1,0,104,8,35,-1,0,0,103,8,34,-1,-1,0,-69,-10,75,-5,-3,0,-65,-15,76,-6,-3,0,-67,-17,75,-8,-3,-1,-63,8,76,-2,-2,2,-66,10,75,-2,-3,2,-66,8,78,-3,-5,1,101,8,32,-1,0,0,102,9,36,-1,0,0,101,8,34,0,0,-1,-68,-15,73,-5,-3,0,-65,-16,74,-8,-2,0,-72,-14,75,-8,-3,-1,-64,11,80,-2,-3,3,-64,9,78,-1,-4,3,-66,6,78,-2,-4,2,1
101,6,31,-1,-1,-1,99,3,31,-1,-1,-1,99,3,32,-1,-1,0,-70,-10,76,-8,-3,0,-71,-3,74,-9,-4,0,-66,-7,77,-8,-4,0,-64,7,80,-1,-3,3,-63,6,78,-2,-3,3,-65,7,79,-2,-3,1,101,6,28,-1,0,0,103,6,29,-1,0,-1,102,7,31,0,0,-2,-63,-12,75,-8,-4,0,-63,-11,76,-9,-4,0,-63,-11,76,-7,-3,0,-61,11,80,-2,-3,2,-67,11,79,-2,-3,1,-66,8,77,-2,-4,1,103,7,34,-1,-1,0,101,8,32,-2,0,0,101,6,28,-2,-1,-1,-62,-16,75,-7,-3,0,-66,-12,76,-8,-3,0,-67,-16,78,-8,-3,0,-65,12,82,-1,-2,1,-62,9,83,-1,-3,2,-68,6,82,-2,-2,1,102,5,28,-1,0,0,102,6,27,-2,0,-1,100,5,31,-2,0,-1,-63,-10,75,-8,-2,0,-68,-6,75,-6,-2,0,-68,-9,76,-6,-3,0,-64,8,83,-1,-2,2,-69,8,81,-2,-2,3,-67,6,81,-2,-2,1,1
101,3,30,-1,0,1,103,0,29,-1,0,0,104,1,28,-1,-1,-1,-63,-12,75,-8,-3,-1,-62,-12,75,-4,-2,-1,-63,-13,74,-7,-2,-1,-65,12,78,-1,-1,2,-65,15,75,0,-2,0,-66,15,75,0,-3,0,107,4,29,-1,0,0,101,4,30,0,0,0,99,8,27,0,0,0,-75,-12,78,-7,-3,0,-76,-10,79,-8,-2,0,-71,-14,77,-8,-2,0,-66,14,76,-1,-2,2,-62,10,78,-1,-2,2,-63,10,79,-1,-2,2,107,8,29,-3,0,0,104,6,28,-2,0,0,104,7,26,-1,0,0,-62,-11,76,-8,-2,-1,-58,-12,76,-9,-3,-1,-60,-12,74,-7,-2,0,-67,12,75,0,-2,1,-69,15,78,-1,-2,2,-67,17,76,-2,-3,2,102,5,27,-1,0,0,106,4,26,-1,0,0,103,4,29,-1,0,0,-66,-10,77,-7,-2,0,-70,-10,77,-8,-3,0,-72,-11,77,-7,-3,-1,-68,13,76,-2,-4,1,-69,14,77,-1,-4,1,-64,15,78,-1,-2,1,1
103,11,32,-1,-1,-1,105,11,30,-2,-1,0,106,7,28,-2,0,0,-71,-15,73,-7,-2,0,-68,-11,76,-7,-2,0,-68,-11,76,-8,-2,0,-68,14,79,-2,-2,3,-65,16,78,-2,-1,2,-66,14,74,-2,-2,0,103,5,28,0,0,0,102,6,28,0,0,0,100,5,29,0,0,-1,-69,-13,76,-7,-3,0,-68,-13,75,-7,-3,0,-68,-10,74,-7,-3,0,-63,10,76,-2,-2,1,-63,13,78,-1,-2,2,-66,12,78,-1,-2,2,101,3,24,-1,0,-1,103,4,28,-1,0,-1,103,9,33,0,0,-1,-70,-9,74,-8,-3,0,-66,-11,76,-9,-2,0,-65,-13,75,-8,-3,0,-63,14,76,-1,-3,3,-66,9,75,-2,-2,1,-68,11,78,-2,-2,0,102,4,26,-2,-1,-1,104,8,28,-2,0,0,100,8,31,-1,-1,0,-66,-13,75,-7,-3,-1,-65,-10,74,-8,-3,0,-63,-11,73,-9,-3,0,-65,8,82,-2,-2,2,-66,8,76,-2,-2,3,-68,9,76,-2,-2,2,1
103,9,30,-1,0,0,103,8,29,-1,0,-2,103,6,32,-1,0,-3,-69,-10,75,-8,-1,0,-73,-12,75,-9,-1,0,-72,-12,73,-8,-1,0,-69,7,77,-1,-2,2,-67,9,78,-1,-2,2,-69,14,79,-1,-1,1,99,8,31,-1,0,-1,101,7,31,-1,0,-2,103,6,31,0,1,-1,-71,-13,74,-8,-2,0,-71,-10,74,-7,-2,0,-71,-12,75,-6,-3,0,-69,11,78,-1,-3,2,-68,7,80,-1,-2,2,-65,9,74,-1,-2,1,101,7,34,-1,0,-1,102,4,36,-1,0,-2,100,6,35,-1,0,-1,-66,-9,72,-7,-2,0,-63,-10,75,-7,-2,0,-65,-12,75,-8,-3,0,-66,10,82,-1,-1,1,-67,7,77,-1,-2,2,-72,10,77,-2,-2,2,103,8,37,-1,0,-1,102,6,34,-2,0,0,102,8,31,-2,0,0,-65,-16,74,-7,-2,0,-68,-9,73,-8,-2,0,-70,-3,73,-7,-2,0,-69,8,80,-2,-2,4,-70,9,78,-1,-2,2,-72,11,78,-1,-1,2,1
101,10,32,-1,0,-2,101,9,32,0,0,-2,104,7,32,0,0,-2,-60,-10,73,-6,-3,0,-69,-10,72,-8,-3,-1,-74,-13,74,-8,-3,-1,-64,15,74,-2,-2,1,-62,12,76,-1,-3,1,-63,9,76,-2,-4,1,103,5,36,-2,0,-1,102,9,34,-1,0,-1,102,8,32,-1,0,0,-70,-9,75,-9,-3,0,-69,-10,77,-8,-2,0,-64,-9,78,-7,-2,0,-65,10,77,-2,-3,1,-71,10,78,-1,-3,0,-71,10,78,-1,-2,1,99,7,30,-1,0,0,103,8,28,-1,0,-1,103,9,31,-2,0,-1,-69,-10,75,-7,-2,0,-69,-10,75,-7,-3,0,-71,-12,75,-7,-3,0,-67,11,78,-2,-2,3,-65,11,77,-2,-3,3,-69,8,79,-2,-2,2,100,7,34,-1,0,-1,104,6,34,0,0,-1,103,9,33,0,0,-1,-73,-10,74,-7,-3,0,-69,-9,75,-8,-2,0,-66,-12,76,-9,-2,0,-69,4,83,-1,-2,2,-66,3,82,-2,-2,3,-68,7,80,-2,-3,3,1
